exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_date,event_venue,source_url,source_year,organization_id
Aqua Evolution Systems GmbH,shop.derblaue.com,+49 8376 3269960,info@derblaue.com,"Lindenstraße 14, 87477, Sulzberg, Germany",Germany,Hall B4 Ground floor | 219,"DERBLAUE® develops and markets professional solutions for draining, collecting and pumping out liquids in trade applications. Based in the Allgäu region, the company is known for its practical products, which are developed in collaboration with users and make day-to-day work in the plumbing, heating and air conditioning sectors significantly cleaner, safer and more efficient. Maintenance, servicing, repair and installation of heating, plumbing and air conditioning systems regularly generate dirty water, condensate and cleaning fluids. This is precisely where DERBLAUE® comes in. The systems help to drain liquids in a controlled manner, collect them cleanly and, where necessary, pump them away in a targeted manner. This ensures that floor surfaces, walls, equipment and the surrounding area are reliably protected.",,Sulzberg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Aqua-Evolution-Systems-GmbH--131652,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131652
Aqua free GmbH,aqua-free.com,+49 40 468999-90,info@aqua-free.com,"Winsbergring 31, 22525, Hamburg, Germany",Germany,Hall B6 | 200,"Die Aqua free GmbH ist einer der größten europäischen inhabergeführten Hersteller im Bereich Wasserhygiene, der neue Maßstäbe bei der Sicherstellung von Trinkwasserqualität setzt. Mit innovativen Technologien und Produkten trägt das Unternehmen maßgeblich dazu bei, die Gesundheit zu schützen und die Trinkwassersicherheit in den verschiedensten Bereichen zu gewährleisten. Seit ihrer Gründung im Jahr 1999 hat sich Aqua free GmbH einen Namen als ein europaweiter und verlässlicher Partner für Krankenhäuser, Pflegeeinrichtungen, Wohnungsbaugesellschaften und industrielle Anwendungen gemacht. Die hochspezialisierten Wasserfilter- und Desinfektionslösungen des Unternehmens schützen vor wasserinduzierten Infektionen und tragen zur Reduzierung von Legionellen und anderen gefährlichen Mikroorganismen bei. Aqua free ist zertifiziert nach ISO 9001, 14001 sowie 13485. In der Hamburger Zentrale werden zudem individuelle Branchenlösungen (OEM), u.a. für die Lufthansa Technik AG, entwickelt.",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Aqua-free-GmbH--131468,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131468
AQUA-CONCEPT Gesellschaft für Wasserbehandlung mbH,aqua-concept-gmbh.eu,+49 89 899369-0,info@aqua-concept-gmbh.eu,"Am Kirchenhölzl 13, 82166, Gräfelfing, Germany",Germany,Hall A4 | 530,"For over 45 years, aqua-concept GmbH has been developing innovative solutions for water, heat, and technical circulation systems. For heating systems, heat pumps, geothermal systems, refrigeration systems, and district heating networks, we combine high-performance heat transfer fluids, in-depth analysis, technical consulting, system cleaning, filtration, and digital monitoring into a comprehensive solution. Under the coracon® brand, we offer solutions for corrosion protection, freeze protection, system water, and safe filling. In doing so, we consider not only the fluid used but the entire system. This is because materials, water quality, operating conditions, and system condition must be coordinated so that a system operates reliably, efficiently, and safely over the long term. Our in-house laboratory and our own research and development form the foundation for application-specific solutions. Water and heat transfer fluids are analyzed, professionally evaluated, and tailored to the specific system. This allows us to detect corrosion, deposits, sludge buildup, inappropriate concentrations, and other risks at an early stage. Our customers receive not only measurement data but also concrete recommendations for further action. For existing systems, we provide support in the form of system cleaning, filtration, mobile water treatment, and rehabilitation. With careblue® connect, we supplement traditional analysis with sensor technology and digital monitoring. Relevant operating parameters become visible, changes are detected early, and maintenance decisions are based on reliable data. From analyzing and selecting the appropriate fluid, through filling and protecting the system, to rehabilitation and ongoing monitoring, aqua-concept offers all services from a single source.",,Gräfelfing,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--AQUA-CONCEPT-Gesellschaft-f-r-Wasserbehandlung-mbH--138114,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,138114
Aquanau GmbH,aquanau.de,+49 40 72005361,info@aquanau.de,"Südring 3 c, 21465, Wentorf, Germany",Germany,Hall B6 | 450,,,Wentorf,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Aquanau-GmbH--158217,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,158217
Arbeitssicherheitsseminare,get-nord.com,+49 40 35690,info@get-nord.de,"Messeplatz 1, 20357, Hamburg, Germany",Germany,Seminare zur Arbeitssicherheit | Hall B1 Ground floor | 101,"Arbeitssicherheitsseminare für Auszubildende sowie Gesellinnen und Gesellen Die Arbeitssicherheitsseminare vermitteln praxisnahes Wissen zu typischen Gefährdungen im Elektro- und SHK-Handwerk. Ziel ist es, das Sicherheits- und Gesundheitsbewusstsein zu stärken und sicheres Arbeiten nachhaltig zu fördern. Arbeitssicherheitsseminare für Auszubildende „Safety first!“ - Gefährdungs- und Belastungsfaktoren im Elektro- und SHK-Handwerk – wie können sich die Auszubildenden schützen? 19. bis 20. November 2026, jeweils 10.00 Uhr und 11.30 Uhr Arbeitssicherheitsseminare für Gesellinnen und Gesellen „Prävention wirkt. Gesundheit bleibt.“ - Aus Unfällen im Elektro- und SHK-Handwerk lernen und Berufskrankheiten vermeiden. 19. bis 20. November 2026, jeweils 13.30 Uhr Die Seminare werden von der BG BAU (Berufsgenossenschaft der Bauwirtschaft) und der BG ETEM (Berufsgenossenschaft Energie Textil Elektro Medienerzeugnisse) in Kooperation mit den norddeutschen Fachverbänden des SHK- und Elektrohandwerks durchgeführt.",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Arbeitssicherheitsseminare--151823,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,151823
Arbonia Riesa GmbH,arbonia-solutions.com,+49 35265 68960,info@arbonia.de,"Industriestraße A 11, 01612, Glaubitz, Germany",Germany,Hall A1 | 470,,,Glaubitz,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Arbonia-Riesa-GmbH--145809,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,145809
Architektur Centrum - Gesellschaft für Architektur und Baukultur e.V.,architektur-centrum.de,+49 40 4503520-0,info@architektur-centrum.de,"Oberstraße 18a, 20144, Hamburg, Germany",Germany,International ArchitectureForum | South Entrance Upper Floor,,,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Architektur-Centrum-Gesellschaft-f-r-Architektur-und-Baukultur-e-V--131256,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131256
ARDITI GmbH,arditi.de,+49 4765 8311380,info@arditi.de,"Leischstraße 17, 27432, Ebersdorf, Germany",Germany,Hall B6 | 481,,,Ebersdorf,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--ARDITI-GmbH--131517,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131517
ARI-Armaturen Albert Richter GmbH & Co. KG,ari-armaturen.com,+49 5207 994-0,info.vertrieb@ari-armaturen.com,"Mergelheide 56 – 60, 33758, Schloß Holte-Stukenbrock, Germany",Germany,Hall A1 | 267,"For more than 70 years, the valve manufacturer ARI-Armaturen Albert Richter GmbH & Co. KG has been offering solutions for control, isolation, safety and steam trapping of liquid or gaseous media. The valves are used in many industrial processes in the chemical industry, in shipbuilding and plant engineering or in building services technology. Since its foundation in 1950, the product portfolio has grown to 20,000 products in 200,000 variants.",,Schloß Holte-Stukenbrock,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--ARI-Armaturen-Albert-Richter-GmbH-Co-KG--131317,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131317
Arnold Houben GmbH,houben.eu,+49 2236 966310,info@houben.eu,"An der Wachsfabrik 3 A, 50996, Köln, Germany",Germany,Hall B5 | 532,,,Köln,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Arnold-Houben-GmbH--131408,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131408
ASSA ABLOY Sicherheitstechnik GmbH,assaabloy.com,+49 8321 674970,albstadt@assaabloy.com,"Bildstockstraße 20, 72458, Albstadt, Germany",Germany,Hall B5 | 239,"ASSA ABLOY Sicherheitstechnik GmbH is the professional partner worldwide in mechanical and electromechanical security solutions for safety, security and convenience in buildings. The company develops, produces and markets high-quality products and multi-purpose systems under the established IKON and effeff brand names for the private, commercial and public sectors.",,Albstadt,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--ASSA-ABLOY-Sicherheitstechnik-GmbH--131153,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131153
ATEC GmbH & Co. KG,atec-energiefluss.de,+49 40 700100-60,info@atec-energiefluss.de,"Liliencronstraße 55, 21629, Neu Wulmstorf, Germany",Germany,Hall A1 | 271,"Die ATEC GmbH & Co. KG in Neu Wulmstorf, südlich von Hamburg, liefert montagefreundliche Lösungen und clevere Produkte für die Energiewende und das Smart Home. Hierzu gehören Wärmepumpen für Ein- und Mehrfamilienhäuser oder Gewerbebetriebe, die durch Zubehör wie Pufferspeicher, Pumpengruppen und Fühler bis hin zur Regelung und stimmigen System-Sets ergänzt werden. Für Schallschutzmaßnahmen haben wir eine herstellerunabhängige Schallschutzhaubenreihe, die sich entsprechend den Anforderungen vom Einfamilienhaus bis zu industriellen Anlagen erstreckt. Sie schafft Schallreduktionen bis 23 dB(A). Das Schallhauben-Portfolio wird seit neuestem durch diverse Designvarianten und Schallwände ergänzt, die sich mit dem Prädikat „Made in Germany“ schmücken können. Die sogenannte HsenBoxx ist das digitale Herz für Gebäude und unterstützt zahlreiche Kommunikationsprotokolle wie Matter, Zigbee, KNX, ModBus, EEBus, WiFi und viele mehr. Sie ist damit das perfekte Energiemanagementsystem. Die Bedienung und Steuerung funktionieren intuitiv und sind konform gemäß § 14a EnWG. Gehostet werden die Daten in Deutschland (BSI C5 und ISAE 3402 zertifiziert). Anwender können mit der HsenBoxx ihr komplettes System jederzeit im Blick behalten und Wartungs- sowie Störungsinformationen sofort abrufen. PVT-Systeme für Wärmepumpen oder auch für Trinkwarmwasserspeicher und Stromspeicher für Anwendungen vom Balkon bis zum Solarpark runden das Programm ab. Unsere Hygienespeicher bieten verschiedene Lösungen für unterschiedliche Herausforderungen.",,Neu Wulmstorf,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--ATEC-GmbH-Co-KG--131311,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131311
ATMOS - Jaroslav Cankar a syn,atmos.cz,+420 326 701404,atmos@atmos.cz,"Velenského 487, 294 21, Belá pod Bezdezem, Czechia",Czechia,Hall A1 | 160,Kesselhersteller - Holzbiomassekessel für Scheithol und Pellets.,,Belá pod Bezdezem,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--ATMOS-Jaroslav-Cankar-a-syn--131227,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131227
August Brötje GmbH,broetje.de,+49 4402 80-0,messe@broetje.de,"August-Brötje-Straße 17, 26180, Rastede, Germany",Germany,Hall A1 | 248,"Mit über 100 Jahren Branchenerfahrung entwickelt und fertigt BRÖTJE Heizungs- und Wärmetechnik für Wohnhäuser sowie gewerbliche und institutionelle Anwendungsbereiche. Das Unternehmen mit Produktions- und Vertriebsstandorten im norddeutschen Rastede und Augustfehn sowie in Haar beschäftigt 550 Mitarbeiter und deckt die komplette Bandbreite an Heizungstechnik ab. Umweltschonende Wärmepumpen und Solarthermie werden durch sparsame Gas- und Öl-Brennwert-Technologie ergänzt und können zu flexiblen Hybridheizungslösungen kombiniert werden. Passende System- und Regelungstechnik sowie das Heizkörpersortiment komplettieren das Leistungsspektrum. Alle BRÖTJE Produkte werden exklusiv durch die GC-, G.U.T. und die Pfeiffer & May-Gruppe als Großhandelspartner vertrieben. Der deutschlandweite BRÖTJE Werkskundendienst, telefonischer Fachhandwerker-Support sowie ein professionelles Schulungsangebot runden das Angebot ab. BRÖTJE ist Teil der international agierenden BDR Thermea Gruppe.",,Rastede,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--August-Br-tje-GmbH--131239,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131239
