exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
National BioResource Project,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National BioResource Project,B-67,Exhibitor in BioJapan,Yokohama,
National Cancer Center Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National Cancer Center Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
National Cancer Center Hospital East,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National Cancer Center Hospital East,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
National Cancer Center Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National Cancer Center Japan,D-37,Exhibitor in BioJapan,Yokohama,
National Cerebral and Cardiovascular Center,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National Cerebral and Cardiovascular Center,B-48,Exhibitor in BioJapan,Yokohama,
National Chiayi University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National Chiayi University,D-26,Exhibitor in BioJapan,Yokohama,
National Institute for Health and Care Research (NIHR),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National Institute for Health and Care Research (NIHR),C-24,Exhibitor in BioJapan,Yokohama,
National institute of Advanced industrial science and technology (AIST) Hokkaido,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National institute of Advanced industrial science and technology (AIST) Hokkaido,A-07,Exhibitor in BioJapan,Yokohama,
National Institute of Technology and Evaluation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National Institute of Technology and Evaluation,C-17,Exhibitor in BioJapan,Yokohama,
National Institutes for Quantum Science and Technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National Institutes for Quantum Science and Technology,B-68,Exhibitor in BioJapan,Yokohama,
National University Cooperation Chiba University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National University Cooperation Chiba University,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
National University Corporation Hamamatsu University School of Medicine,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National University Corporation Hamamatsu University School of Medicine,B-04,Exhibitor in BioJapan,Yokohama,
National University Corporation Kyoto University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,National University Corporation Kyoto University,B-72,Exhibitor in BioJapan,Yokohama,
Navion,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Navion,B-58,Exhibitor in BioJapan,Yokohama,
Navion-PCBMI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Navion-PCBMI,B-59,Exhibitor in BioJapan,Yokohama,
NB Health Laboratory,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NB Health Laboratory,B-44,Exhibitor in BioJapan,Yokohama,
NDTS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NDTS,B-44,Exhibitor in BioJapan,Yokohama,
Neko Pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Neko Pharma,B-50,Exhibitor in BioJapan,Yokohama,
Neobe Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Neobe Therapeutics,C-24,Exhibitor in BioJapan,Yokohama,
NEOMIZM,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NEOMIZM,,Exhibitor in BioJapan,Yokohama,
NERON,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NERON,B-50,Exhibitor in BioJapan,Yokohama,
NEST Biotechnology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NEST Biotechnology,C-59,Exhibitor in BioJapan,Yokohama,
Netri,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Netri,D-30,Exhibitor in BioJapan,Yokohama,
Neuro-Sys,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Neuro-Sys,B-46,Exhibitor in BioJapan,Yokohama,
Neusignal Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Neusignal Therapeutics,B-76,Exhibitor in BioJapan,Yokohama,
New Energy and Industrial Technology Development Organization,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,New Energy and Industrial Technology Development Organization,B-72,Exhibitor in BioJapan,Yokohama,
NexCulture,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NexCulture,A-03,Exhibitor in BioJapan,Yokohama,
"Next-Generation Biomaterial Research Infrastructure Hub, Nagoya University",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Next-Generation Biomaterial Research Infrastructure Hub, Nagoya University",B-89,Exhibitor in BioJapan,Yokohama,
NextCell Pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NextCell Pharma,B-06,Exhibitor in BioJapan,Yokohama,
NextGeM Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NextGeM Inc.,V-56,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
NGK /NGK FILTECH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NGK /NGK FILTECH,D-41,Exhibitor in BioJapan,Yokohama,
"NIG INNOVATION, Research & Innovation Bridge Center, National institute of Genetics, Research Organizaiton of Information and Systems",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"NIG INNOVATION, Research & Innovation Bridge Center, National institute of Genetics, Research Organizaiton of Information and Systems",A-55,Exhibitor in BioJapan,Yokohama,
Nigata University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nigata University,A-73,Exhibitor in BioJapan,Yokohama,
Nihon Biodata Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nihon Biodata Corporation,V-15,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
NIHON ROSUIKI KOGYO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NIHON ROSUIKI KOGYO,B-05,Exhibitor in BioJapan,Yokohama,
Nihon Servier,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nihon Servier,D-29,Exhibitor in BioJapan,Yokohama,
Nihon University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nihon University,A-66,Exhibitor in BioJapan,Yokohama,
Niigata University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Niigata University,B-04,Exhibitor in BioJapan,Yokohama,
NIKI GLASS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NIKI GLASS,A-01,Exhibitor in BioJapan,Yokohama,
Nikon CeLL innovation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nikon CeLL innovation,R-11,Exhibitor in Regenerative Medicine Japan,Yokohama,
NINEJP (National Innovation Network for Entrepreneur Japan),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NINEJP (National Innovation Network for Entrepreneur Japan),B-04,Exhibitor in BioJapan,Yokohama,
NINEJP (National Innovation Network for Entrepreneur Japan）,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NINEJP (National Innovation Network for Entrepreneur Japan）,,Exhibitor in BioJapan,Yokohama,
NINEJP(National Innovation Network for Entrepreneur Japan),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NINEJP(National Innovation Network for Entrepreneur Japan),B-04,Exhibitor in BioJapan,Yokohama,
Nippi Incorporated,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nippi Incorporated,D-66,Exhibitor in BioJapan,Yokohama,
Nippon Fine Chemical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nippon Fine Chemical,C-02,Exhibitor in BioJapan,Yokohama,
NIPPON GENE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NIPPON GENE,C-05,Exhibitor in BioJapan,Yokohama,
Nippon Medical School,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nippon Medical School,A-50,Exhibitor in BioJapan,Yokohama,
Nippon Paper Industries,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nippon Paper Industries,B-72,Exhibitor in BioJapan,Yokohama,
NIPPON SHOKUBAI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NIPPON SHOKUBAI,D-49,Exhibitor in BioJapan,Yokohama,
"NIPPON SHOKUBAI., CO. LTD.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"NIPPON SHOKUBAI., CO. LTD.",D-49,Exhibitor in BioJapan,Yokohama,
Nippon Soda,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nippon Soda,C-11,Exhibitor in BioJapan,Yokohama,
NIPRO CORPORATION,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NIPRO CORPORATION,D-70,Exhibitor in BioJapan,Yokohama,
Nissan Chemical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nissan Chemical,D-81,Exhibitor in BioJapan,Yokohama,
Nissin,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nissin,R-07,Exhibitor in Regenerative Medicine Japan,Yokohama,
nitay,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,nitay,,Exhibitor in BioJapan,Yokohama,
Nitta Gelatin,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nitta Gelatin,D-93,Exhibitor in BioJapan,Yokohama,
Nitto Denko Corporation (Licensing of DDS and Pipelines related to nucleic acid drugs),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nitto Denko Corporation (Licensing of DDS and Pipelines related to nucleic acid drugs),D-28,Exhibitor in BioJapan,Yokohama,
Nitto Denko Corporation (Oligonucleotide Manufacturing Related Services）,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nitto Denko Corporation (Oligonucleotide Manufacturing Related Services）,D-28,Exhibitor in BioJapan,Yokohama,
NK Pharmaceutical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NK Pharmaceutical,D-26,Exhibitor in BioJapan,Yokohama,
Nobelpharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nobelpharma,D-17,Exhibitor in BioJapan,Yokohama,
Noile-Immune Biotech Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Noile-Immune Biotech Inc.,V-13,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Nona Biosciences,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nona Biosciences,C-63,Exhibitor in BioJapan,Yokohama,
Nostrum Biodiscovery,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nostrum Biodiscovery,B-06,Exhibitor in BioJapan,Yokohama,
Novelgen,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Novelgen,B-49,Exhibitor in BioJapan,Yokohama,
NOVIGO Pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NOVIGO Pharma,A-13,Exhibitor in BioJapan,Yokohama,
Novotech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Novotech,D-95,Exhibitor in BioJapan,Yokohama,
NPO KINKI BIO INDUSTRY DEVELOPMENT ORGANIZATION,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NPO KINKI BIO INDUSTRY DEVELOPMENT ORGANIZATION,A-01,Exhibitor in BioJapan,Yokohama,
NPO KINKI BIO INDUSTRY DEVELOPMENT ORGANIZATION(BiocK),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NPO KINKI BIO INDUSTRY DEVELOPMENT ORGANIZATION(BiocK),A-02,Exhibitor in BioJapan,Yokohama,
NPO KINKI BIO INDUSTRY DEVELOPMENT ORGANIZATION(BioK),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NPO KINKI BIO INDUSTRY DEVELOPMENT ORGANIZATION(BioK),A-02,Exhibitor in BioJapan,Yokohama,
NSK,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NSK,R-19,Exhibitor in Regenerative Medicine Japan,Yokohama,
Nuvisan ICB GmbH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nuvisan ICB GmbH,B-73,Exhibitor in BioJapan,Yokohama,
Nuvonis Technologies,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Nuvonis Technologies,,Exhibitor in BioJapan,Yokohama,
NX WANBISHI ARCHIVES,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,NX WANBISHI ARCHIVES,R-26,Exhibitor in Regenerative Medicine Japan,Yokohama,
O-Force,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,O-Force,B-60,Exhibitor in BioJapan,Yokohama,
O11 biomedical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,O11 biomedical,B-06,Exhibitor in BioJapan,Yokohama,
OBAYASHI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,OBAYASHI,D-96,Exhibitor in BioJapan,Yokohama,
"Ohsugi BioPharma Consulting Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Ohsugi BioPharma Consulting Co., Ltd.",V-41,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Oita University [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Oita University [NINEJP],,Exhibitor in BioJapan,Yokohama,
Oji Holdings,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Oji Holdings,B-72,Exhibitor in BioJapan,Yokohama,
Oji Holdings Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Oji Holdings Corporation,D-54,Exhibitor in BioJapan,Yokohama,
Oji Scientific Instruments,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Oji Scientific Instruments,D-54,Exhibitor in BioJapan,Yokohama,
"OK Fiber Technology Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"OK Fiber Technology Co., Ltd.",A-09,Exhibitor in BioJapan,Yokohama,
Okayama University Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Okayama University Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Okinawa Bio Community,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Okinawa Bio Community,A-03,Exhibitor in BioJapan,Yokohama,
Okinawa Institute of Science and Technology Graduate University (OIST),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Okinawa Institute of Science and Technology Graduate University (OIST),A-61,Exhibitor in BioJapan,Yokohama,
Okinawa Institute of Science and Technology・The University of Tokyo・Okinawa Environmental Science Center,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Okinawa Institute of Science and Technology・The University of Tokyo・Okinawa Environmental Science Center,A-09,Exhibitor in BioJapan,Yokohama,
Okinawa Science & Technology promotion Center,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Okinawa Science & Technology promotion Center,A-09,Exhibitor in BioJapan,Yokohama,
Olimp Laboratories,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Olimp Laboratories,C-30,Exhibitor in BioJapan,Yokohama,
Olon S.p.A.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Olon S.p.A.,D-99,Exhibitor in BioJapan,Yokohama,
On-chip Biotechnologies,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,On-chip Biotechnologies,B-72,Exhibitor in BioJapan,Yokohama,
ONIRIA THERAPEUTICS S.L.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ONIRIA THERAPEUTICS S.L.,B-51,Exhibitor in BioJapan,Yokohama,
OP Bio Factory,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,OP Bio Factory,A-03,Exhibitor in BioJapan,Yokohama,
OPIS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,OPIS,B-66,Exhibitor in BioJapan,Yokohama,
OPPL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,OPPL,A-03,Exhibitor in BioJapan,Yokohama,
OptiCell,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,OptiCell,B-05,Exhibitor in BioJapan,Yokohama,
Orange Science,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Orange Science,D-114,Exhibitor in BioJapan,Yokohama,
Organization for Research Initiative and Promotion Tottori University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Organization for Research Initiative and Promotion Tottori University,C-31,Exhibitor in BioJapan,Yokohama,
"Organization for Small & Medium Enterprises and Regional Innovation, JAPAN",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Organization for Small & Medium Enterprises and Regional Innovation, JAPAN",B-50,Exhibitor in BioJapan,Yokohama,
Organoid Farm,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Organoid Farm,A-15,Exhibitor in BioJapan,Yokohama,
ORGANOID SCIENCES,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ORGANOID SCIENCES,B-20,Exhibitor in BioJapan,Yokohama,
ORIENTAL YEAST,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ORIENTAL YEAST,B-71,Exhibitor in BioJapan,Yokohama,
Osaka Bio Headquarters(Secretariat:Osaka Prefectural Government),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Osaka Bio Headquarters(Secretariat:Osaka Prefectural Government),B-48,Exhibitor in BioJapan,Yokohama,
Osaka Metropolitan University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Osaka Metropolitan University,A-24,Exhibitor in BioJapan,Yokohama,
Osaka University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Osaka University,,Exhibitor in BioJapan,Yokohama,
OSAKA University Venture Capital [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,OSAKA University Venture Capital [NINEJP],,Exhibitor in BioJapan,Yokohama,
"OSAKA University Venture Capital Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"OSAKA University Venture Capital Co., Ltd.",V-37,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
OTSUKA ELECTRONICS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,OTSUKA ELECTRONICS,D-13,Exhibitor in BioJapan,Yokohama,
Otsuka Techno Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Otsuka Techno Corporation,D-101,Exhibitor in BioJapan,Yokohama,
OXB,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,OXB,D-30,Exhibitor in BioJapan,Yokohama,
Ozeki,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Ozeki,B-69,Exhibitor in BioJapan,Yokohama,
Panakeia Technologies,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Panakeia Technologies,C-24,Exhibitor in BioJapan,Yokohama,
Panasonic Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Panasonic Corporation,R-07,Exhibitor in Regenerative Medicine Japan,Yokohama,
Panasonic Production Engineering,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Panasonic Production Engineering,R-08,Exhibitor in Regenerative Medicine Japan,Yokohama,
"PancTherapy, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"PancTherapy, Inc.",V-90,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Patheon by Thermo Fisher Scientific,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Patheon by Thermo Fisher Scientific,C-70,Exhibitor in BioJapan,Yokohama,
Patholytix,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Patholytix,B-22,Exhibitor in BioJapan,Yokohama,
Patsnap,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Patsnap,H-03,Exhibitor in healthTECH JAPAN,Yokohama,
Pear Bio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Pear Bio,C-24,Exhibitor in BioJapan,Yokohama,
PentaBind,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PentaBind,C-24,Exhibitor in BioJapan,Yokohama,
PeptiGrowth / Mitsubishi Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PeptiGrowth / Mitsubishi Corporation,D-105,Exhibitor in BioJapan,Yokohama,
"PerioTherapia Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"PerioTherapia Co., Ltd.",V-62,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Perseus Proteomics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Perseus Proteomics,,Exhibitor in BioJapan,Yokohama,
Peter MacCallum Cancer Centre | Nexomics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Peter MacCallum Cancer Centre | Nexomics,D-95,Exhibitor in BioJapan,Yokohama,
PharmaBio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PharmaBio,B-05,Exhibitor in BioJapan,Yokohama,
PHC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PHC,R-10,Exhibitor in Regenerative Medicine Japan,Yokohama,
Phicell Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Phicell Corporation,R-44,Exhibitor in Regenerative Medicine Japan,Yokohama,
Photophil Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Photophil Inc.,V-81,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"Physios Biotech, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Physios Biotech, Inc.",V-34,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Phytolipid Technologies,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Phytolipid Technologies,B-50,Exhibitor in BioJapan,Yokohama,
Piemonte Agency,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Piemonte Agency,D-99,Exhibitor in BioJapan,Yokohama,
PKDERM,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PKDERM,B-06,Exhibitor in BioJapan,Yokohama,
PL BioScience GmbH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PL BioScience GmbH,B-73,Exhibitor in BioJapan,Yokohama,
Platypus MedTech Consulting,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Platypus MedTech Consulting,D-95,Exhibitor in BioJapan,Yokohama,
PMDA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PMDA,V-60,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
POC Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,POC Inc.,C-31,Exhibitor in BioJapan,Yokohama,
PointPath.Biz,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PointPath.Biz,B-65,Exhibitor in BioJapan,Yokohama,
POLARA RESEARCH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,POLARA RESEARCH,B-20,Exhibitor in BioJapan,Yokohama,
Polbionica,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Polbionica,D-78,Exhibitor in BioJapan,Yokohama,
Polish Investment and Trade Agency,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Polish Investment and Trade Agency,C-30,Exhibitor in BioJapan,Yokohama,
Porton Pharma Solutions,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Porton Pharma Solutions,D-110,Exhibitor in BioJapan,Yokohama,
PPGA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PPGA,B-27,Exhibitor in BioJapan,Yokohama,
"PRD Therapeutics, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"PRD Therapeutics, Inc.",V-63,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"PRECISION, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"PRECISION, Inc.",V-51,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
PRG S&Tech Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PRG S&Tech Inc.,B-20,Exhibitor in BioJapan,Yokohama,
PRIMA Genetics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PRIMA Genetics,,Exhibitor in BioJapan,Yokohama,
Primed Shines,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Primed Shines,B-14,Exhibitor in BioJapan,Yokohama,
Priothera,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Priothera,D-30,Exhibitor in BioJapan,Yokohama,
ProBio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ProBio,D-08,Exhibitor in BioJapan,Yokohama,
ProteoBridge,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ProteoBridge,C-73,Exhibitor in BioJapan,Yokohama,
PROTEX,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PROTEX,B-50,Exhibitor in BioJapan,Yokohama,
"Protosera, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Protosera, Inc.",B-48,Exhibitor in BioJapan,Yokohama,
PtBio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PtBio,B-49,Exhibitor in BioJapan,Yokohama,
PULSEC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PULSEC,,Exhibitor in BioJapan,Yokohama,
PurMinds NeuroPharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,PurMinds NeuroPharma,B-84,Exhibitor in BioJapan,Yokohama,
"PURMX Therapeutics, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"PURMX Therapeutics, Inc.",V-64,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Puxano,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Puxano,C-35,Exhibitor in BioJapan,Yokohama,
Quanterix,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Quanterix,D-12,Exhibitor in BioJapan,Yokohama,
Quantum Flowers & Foods,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Quantum Flowers & Foods,C-06,Exhibitor in BioJapan,Yokohama,
Quastella,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Quastella,A-06,Exhibitor in BioJapan,Yokohama,
QueeenB,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,QueeenB,D-89,Exhibitor in BioJapan,Yokohama,
Queen Mary University of London,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Queen Mary University of London,C-24,Exhibitor in BioJapan,Yokohama,
Queensland University of Technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Queensland University of Technology,C-20,Exhibitor in BioJapan,Yokohama,
QurCan Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,QurCan Therapeutics,B-84,Exhibitor in BioJapan,Yokohama,
R-NanoBio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,R-NanoBio,B-50,Exhibitor in BioJapan,Yokohama,
RAN BioLinks,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RAN BioLinks,B-84,Exhibitor in BioJapan,Yokohama,
RD SUPPORT,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RD SUPPORT,H-10,Exhibitor in healthTECH JAPAN,Yokohama,
"RDiscovery, KK",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"RDiscovery, KK",V-19,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
RE-CODE Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,RE-CODE Inc.,B-20,Exhibitor in BioJapan,Yokohama,
Re-Vana Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Re-Vana Therapeutics,C-24,Exhibitor in BioJapan,Yokohama,
"RealizeEdge Partners Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"RealizeEdge Partners Co., Ltd.",V-28,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Rebirthel,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Rebirthel,V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
ReGACY Innovation Group,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ReGACY Innovation Group,V-65,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Rege Nephro,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Rege Nephro,V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
