exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
Ardell,,+97165739392,info@xyz.ae,"Buhairah Corniche, Sharjah, United Arab Emirates",United Arab Emirates,Ardell,,,Sharjah,
Areej le Dore,areejledore.com,+62858-1049-0101,admin@areejledore.com,"Dubai Silicon Oasis A1, Dubai, United Arab Emirates",United Arab Emirates,Areej le Dore,G26,How is Areej le Doré different from other niche exclusive perfume houses? Areej le Doré is the producer of artisanal oud...,Dubai,
Argeville SAS,argeville.com,+33492924343,,"Domaine D Argeville Cedex BP 1202, 06254, Mougins, France",France,Argeville SAS,H26,"Founded in 1921, Argeville is a French composition house specializing in the creation of ingredients, fragrances, and flavours...",Mougins,
Aria Cosmetics Holdings Pte. Ltd.,aria-cosmetics.com,+65355699488,mir@aria-cosmetics.com,"#05 - 03 15 Scotts Road, 220208, Singapore, Singapore",Singapore,Aria Cosmetics Holdings Pte. Ltd.,G20,,Singapore,
Arkevital Kozmetik Sanayi Ve Ticaret Limited Sirketi,,+905423713321,beauteattendue@gmail.com,"Sedir Sk., 34330, Istanbul, Türkiye",Türkiye,Arkevital Kozmetik Sanayi Ve Ticaret Limited Sirketi,C26,Beauté Attendue is a brand that believes in the power of skincare and aims to help individuals achieve their expected beauty...,Istanbul,
Aroma Concepts LLC,aromaconcepts.com,+1407-436-4949,sheraz@aromaconcepts.com,"4111 34th St., 32811, Orlando, United States",United States,Aroma Concepts LLC,H32,,Orlando,
Aroma Cosmetics AD,aroma.bg,+35929350191,olga.toncheva@aroma.bg,"Kiril Blagoev Str. 12, 1271, Sofia, Bulgaria",Bulgaria,Aroma Cosmetics AD,G28,,Sofia,
AROMATICA,,+8210-8724-1710,iris.yang@aromatica.co.kr,"41-4, Gangnam-daero 162-gil, Gangnam-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",AROMATICA,E28,,Seoul,
AROMCA S.A.,,+30302102835001,e.kafetzi@aromca.gr,"Papadiamanti Street No 6, 144 52, Metamorfosi, Greece",Greece,AROMCA S.A.,G26,"ERRE DUE The brand where high quality meets pioneer compositions and textures. Since 1983, ERRE DUE has been redefining beauty...",Metamorfosi,
ARTEK INT. IND.,artek.ae,+97165343407,info@artek.ae,"109, Sharjah, United Arab Emirates",United Arab Emirates,ARTEK INT. IND.,L28,ARTEK is a UAE-based luxury perfume manufacturer offering complete fragrance and manufacturing solutions. We specialize in...,Sharjah,
Artes da Parfumaria,,+554599960-1904,shibi@coralperfumes.com,"Al Qouz Industrial area, Dubai, United Arab Emirates",United Arab Emirates,Artes da Parfumaria,,,Dubai,
Artface Co Ltd,,+822-2263-1140,artface@artfacekorea.com,"Magokjungang 8-ro 5 gil 19, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Artface Co Ltd,D26,,Seoul,
Arube Group Limited,,,noemail@noemail.com,"45 Hoi Yuen Road, Hong Kong, Hong Kong",Hong Kong,Arube Group Limited,E40,,Hong Kong,
Aryum Metal Tup Imalat Ve Sanayi Dis Ticaret Anonim Sirketi,aryum.com.tr,+902163942273,ersan.sabaz@aryum.com.tr,"Tuzla Aydinli SB Mah. 9 No. 4, 34957, Istanbul, Türkiye",Türkiye,Aryum Metal Tup Imalat Ve Sanayi Dis Ticaret Anonim Sirketi,A26,"ARYUM is the leading aluminium aerosol can manufacturer, headquartered in Istanbul, Turkey. The facility is located in Tuzla...",Istanbul,
AS MADARA Cosmetics,skcosmetics.ae,+37122020795,elina.jonate@madaracosmetics.com,"Zeltiņu iela 131, Mārupes nov., 2167, Mārupe, Latvia",Latvia,AS MADARA Cosmetics,D09,,Mārupe,
"Ascend Excellence Daily Products Jiangsu Co., Ltd.",,+868617772262496,sales@dentalcarechina.com,"No. 29 Guozhan Rd, 225009, Yangzhou, China",China,"Ascend Excellence Daily Products Jiangsu Co., Ltd.",C37,"As a professional manufacturer specializing in toothbrushes, dental floss, flosspicks, interdental brushes with over 15 years...",Yangzhou,
"Asia BNC Co., Ltd.",asiabnc.co.kr,+8210-4811-5332,srlee@asiabnc.co.kr,"-905, 60, Haan-ro, Gwangmyeong-si 904, Gyeonggi-Do, Korea, the Republic of (South)","Korea, the Republic of (South)","Asia BNC Co., Ltd.",D18,"K-Beauty in the world, ASIABNC in the World As a Global Cosmetics Leading Company, not only we can make humanity more beautiful...",Gyeonggi-Do,
Asl alttatawwur For Trading Company,gulforchid.com,+966542839990,moh@roxashop.com,"Al Siddiq, 12477, Riyadh, Saudi Arabia",Saudi Arabia,Asl alttatawwur For Trading Company,F34,,Riyadh,
Assaf Trading Establishment,assaf.com,+966562226269,yazeed@laverne.com,"Othaman Bin Affan Street 8566, 13317, Riyadh, Saudi Arabia",Saudi Arabia,Assaf Trading Establishment,C14,,Riyadh,
Astana Millano Perfumes and Cosmetics Trading LLC,khadlaj-perfumes.com,+971507251961,info@attardeestana.com,"Al Buteen, Dubai, United Arab Emirates",United Arab Emirates,Astana Millano Perfumes and Cosmetics Trading LLC,E10,"Philosophy At Attar De Astana — also known as Attarastana or simply Astana — every fragrance is born from authenticity, craftsmanship...",Dubai,
Atelier Du Savon,maitresavonitto.fr,+33668556064,frederic@atelierdusavon.fr,"320 Allée des Esclapières, 83440, SEILLANS, France",France,Atelier Du Savon,D20,"For 25 years, we are a French manufacturer of natural cosmetics and soaps with Grasse fragrances, laundry and home care products...",SEILLANS,
Atelier Fragranze Milano SRL,atelierfragranze.it,+39024231909,amministrazione@atelierfragranzemilano.com,"Via Lucilio Gaio 10, 20151, MILANO, Italy",Italy,Atelier Fragranze Milano SRL,A40,"Atelier Fragranze Milano is a Fragrance House founnded in 2011, created from the hunch of Marco Maffei, reference figure...",MILANO,
ATIKA PERFUMES TRADING LLC,khadlaj-perfumes.com,+919920070777,adnan@aaaromas.com,"FIKREE MARKET SHOP NO-36, Dubai, United Arab Emirates",United Arab Emirates,ATIKA PERFUMES TRADING LLC,G32,,Dubai,
Attractive Scent SAS,attractive-scent.fr,+33422480048,marketing@attractive-scent.fr,"Parc D'Activites Les Hauts de Grasse, 06530, Saint-Cezaire sur Siagne, France",France,Attractive Scent SAS,C38,"Welcome to the refined world of ATTRACTIVE SCENT, where the harmony between art and science gives rise to exceptional olfactory...",Saint-Cezaire sur Siagne,
Atyab Al Marshoud Perfumes Trading LLC,atyabalmarshoud.com,+97143966697,farzana@atyabalmarshoud.com,"Al Qusais 1, Industrial Area 1, Dubai, United Arab Emirates",United Arab Emirates,Atyab Al Marshoud Perfumes Trading LLC,A23,Atyab Al Marshoud is a Kuwaiti fregrance company founded in 1925 by Sulaiman Al Marshoud with a century long heritage and...,Dubai,
"Auber Packaging Co., Limited",,+8613552025008,fushion2501@gmail.com,"No. 2, Jianpeng Road, 510000, Guangzhou, China",China,"Auber Packaging Co., Limited",L38,"As an ISO 14001, ISO 45001, ISO 9001, and FDA certified manufacturer since 2004, Auber Packaging is specialized in producing...",Guangzhou,
AURA FRAGRANCES L.L.C S.O.C,abcfragrances.com,+971544541100,duraid@aurafragrance.ae,"9th STREET, NAD AL HAMAR, Dubai, United Arab Emirates",United Arab Emirates,AURA FRAGRANCES L.L.C S.O.C,G23,"Aura Fragrances is a Perfume Manufacturing & Distribution Co. with our base in Dubai, UAE as well as in Canada. We are supplying...",Dubai,
Aussie Pharmabio PTY LTD,,+61438669988,stella@aussiepharmabio.com,"South Windsor 20, 2756, Sydney, Australia",Australia,Aussie Pharmabio PTY LTD,B09,,Sydney,
AUTHENTEQUE GENERAL TRADING LLC,authenteque.com,+97145524593,fiza@authentequegroup.com,"Sheikh Zayad Road 1501-1502, 00000, Dubai, United Arab Emirates",United Arab Emirates,AUTHENTEQUE GENERAL TRADING LLC,A12,,Dubai,
AZH,,+8210-2681-4819,jy.baek@interohrigin.com,"5, Seolleung-ro 121-gil, SEOUL, Korea, the Republic of (South)","Korea, the Republic of (South)",AZH,B23,AZH is a salon-grade home care brand that offers complete hair solutions from A to Z — from scalp to hair ends. By bringing...,SEOUL,
B Ocean Trading Company,,+966554883927,al.bawazir@bocean.com.sa,"Al faroor dist 8834, 12863, Riyadh, Saudi Arabia",Saudi Arabia,B Ocean Trading Company,B26,,Riyadh,
"B&B Korea Co., Ltd.",bnbkorea.co.kr,+8210-8520-3145,mbt04@bnbkorea.com,"176-4, Dodam-ro Geomdan-gu, Incheon, Korea, the Republic of (South)","Korea, the Republic of (South)","B&B Korea Co., Ltd.",H28,"(English) B&B Korea is a leading cosmetics ODM company, driven by innovative technology and extensive expertise in the global...",Incheon,
B. Kolormakeup & Skincare S.p.a. SB,bkolormakeup-skincare.com,+39363590011,elenagalbiati@bkolormakeup.com,"Via Canonica, 24047, Treviglio, Italy",Italy,B. Kolormakeup & Skincare S.p.a. SB,F27,"B.kolor Makeup&Skincare as a creative icon, BKolor Makeup&Skincare as a creative instrument to get creativity and innovation...",Treviglio,
Baihua Group China Limited,baihuawipes.com,+8613660660656,wilson@baihuawipes.com,"Queen's Road Central 15, Hong Kong",Hong Kong,Baihua Group China Limited,B33,Our company is professional with producing different types of wipes.,,
Balaji Agarbatti Company,balajiincense.com,+918553016132,sales@balajllncense.com,"No. 48/D - 156/2, sth Main, Prakashnagar, 560010, Bangalore, India",India,Balaji Agarbatti Company,F10,"Balaji Agarbatti Company -we are one of the largest and oldest Incense manufacturing brands, based in Bangalore, India. We...",Bangalore,
Balev Corporation EOOD,,,r.myankov@areon.com,"Vladislav Varnenchik 260 Blvd., 9009, Varna, Bulgaria",Bulgaria,Balev Corporation EOOD,E10,,Varna,
Baltline Globe (Labrains),labrains.eu,+37128010107,liga@labrains.lv,"A Latgales iela 127, LV-1003, Riga, Latvia",Latvia,Baltline Globe (Labrains),C07,,Riga,
Bambiboo Spolka Z Ograniczona Odpowiedzialnoscia,bambiboo.eu,+486119003,m.kublelski@sinco.pl,"Bastlonowa, 94-274, Lodz, Poland",Poland,Bambiboo Spolka Z Ograniczona Odpowiedzialnoscia,G26,Bambiboo is a Polish family-focused company creating care and hygiene products for life’s most sensitive moments. We believe...,Lodz,
Banat Firca Ve Plastik San A.S.,banat.com,+902122890150,eabalioglu@banat.com,"Sok No. 10 4 Levent, 34418, Istanbul, Türkiye",Türkiye,Banat Firca Ve Plastik San A.S.,A12,"Fresh-clean ideas embracing life, Banat, the first toothbrush producer in Turkey, makes World-class production in oral care...",Istanbul,
BANDIDO COSMETICS IÇ VE DIS TIC.LTD.STI,bandidocosmetics.com,+902128555502,sales@bandido.com.tr,"Sk. 652, 34590, Istanbul, Türkiye",Türkiye,BANDIDO COSMETICS IÇ VE DIS TIC.LTD.STI,B28,,Istanbul,
BaridX Company,,+966966557974722,naif@baridx.com,"Al Madinah 2379 7715, 23442, Jeddah, Saudi Arabia",Saudi Arabia,BaridX Company,C09,KinArabia is a B2B digital platform connecting Korean brands with distributors and retailers across Arabian marketsThe platform...,Jeddah,
Barle,,+8270-8808-5454,barleglobal@plie.co.kr,"Baekjegobun-ro 45-gil Songpa-Gu 18, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Barle,E31,,Seoul,
Baroody Bros SAL,,+9611486395,ebaroody@baroodygroup.com,"Mkalles Industrial Area, 1101, Beirut, Lebanon",Lebanon,Baroody Bros SAL,C27,,Beirut,
BASEA / BTTR / HARUNA / ROSE PROJECT,basea.co.kr,+8210-6625-1632,je.kwon@end-game.co.kr,"21, Bongeunsa-ro 59-gi Gangnam-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",BASEA / BTTR / HARUNA / ROSE PROJECT,A33,BASEA BASEA is a 'Texture Architect' brand that prioritizes the skin’s natural texture above all else. Under our main slogan...,Seoul,
Bastide Fragrances,abcfragrances.com,+33609688401,adrien@bastide-fragrances.com,"92 IMPASSE DU TILLEUL, 61300, Grasse, France",France,Bastide Fragrances,D22,"We are experts in the creation and production of scented products for a wide range of applications. Based in Grasse, city...",Grasse,
"BAYSON Industrial (HK) CO., Limited",,+8618925791446,box@customluxpack.com,"Chatham Road South 61-65, Hong Kong",Hong Kong,"BAYSON Industrial (HK) CO., Limited",G37,"BAYSON PACKAGING is a professional luxury packaging manufacturer specializing in custom packaging solutions for perfume, beauty...",,
BBC Group Inc.,,+1323-510-4660,tiffany@bbcgroup.cn,"Spring Mountain Rd Ste 104 3305, 89102, Las Vegas, United States",United States,BBC Group Inc.,C10,"Our product range: Bath & Body Care - Body Wash, Bubble Bath, Shower Gel, Body Mist, Body Lotion, Body Butter, Body Scrub...",Las Vegas,
Beauadd,beauadd.com,+8210-2268-2502,white@beauadd.com,"6-6 Seochojungang-ro 33-gil Seocho-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Beauadd,H31,"Founded 25 years ago, we are a South Korea-based cosmetics manufacturer specializing in skincare and sheet masks. With our...",Seoul,
Beautiful Sky Limited,,+4915168010211,tom.faust65@gmail.com,"Mdina Road Central Business District Zone 1, CAD 1010, Birkirkara, Malta",Malta,Beautiful Sky Limited,A37,,Birkirkara,
Beauty & Perfume International Factory LLC,beautyandperfumintl.com,+97148525925,mohddiab@beautyandprefumintl.com,"41209, United Arab Emirates",United Arab Emirates,Beauty & Perfume International Factory LLC,E42,,,
Beauty Choice Gorup Pty. Ltd.,beautyandperfumeintl.com,+61865456228,ehevome409@gmail.com,"174 Hampden Rd., 6009, Nedlands, Australia",Australia,Beauty Choice Gorup Pty. Ltd.,H28,"Beauty Choice Group Pty Ltd, founded in 2024 and headquartered in Australia, is a comprehensive enterprise for cosmetics...",Nedlands,
Beauty Community Public Company Limited,beautyandperfumeintl.com,+66294607006,shariful.sum@beautycommunity.co.th,"50/1-3 Nuan Chan 34 Alley, Nuan Chan, 10230, Bangkok, Thailand",Thailand,Beauty Community Public Company Limited,G15,"COMPANY PROFILE Established in 2000, Beauty Community Public Company Limited is a Thai cosmetics and skincare company listed...",Bangkok,
"Beauty Farmers Co.,Ltd.",beautyandperfumeintl.com,316030820,jade@beautyfarmers.com,"12, Seohyeon-ro 257beon-gil, Bundang-gu, 13209, Seongnam-si, Korea, the Republic of (South)","Korea, the Republic of (South)","Beauty Farmers Co.,Ltd.",C17,"Founded in Korea in 2009, BEAUTY FARMERS is a global B2B OEM/ODM manufacturing company specializing in eyelash extensions...",Seongnam-si,
Beauty Icon International,beautyandperfumeintl.com,+923219471414,shahzadbubak@hotmail.com,"Bastami Road, 54000, Lahore, Pakistan",Pakistan,Beauty Icon International,A27,,Lahore,
Beauty Oasis General Trading LLC,beautyandperfumeintl.com,+97142352242,info@lorientalefragrances.com,"Dhagaya Street, 99016, Dubai, United Arab Emirates",United Arab Emirates,Beauty Oasis General Trading LLC,E23,"Established in 1984 in the heart of the United Arab Emirates, L’OrientaleFragrances has spent decades mastering the delicate...",Dubai,
Beauty Promotions Inc.,beautypr.net,+8232-549-6060,,"Gyulhyeon B/D, 5 Gyulhyeon-gil, Gyeyang-gu, 21016, Incheon, Korea, the Republic of (South)","Korea, the Republic of (South)",Beauty Promotions Inc.,A41,,Incheon,
Beauty Queen Cosmetics Trading LLC,beautyandperfumeintl.com,+97142250026,,"BANI YAS, 39933, DUBAI, United Arab Emirates",United Arab Emirates,Beauty Queen Cosmetics Trading LLC,D20,,DUBAI,
Beauty Secret International LLC,beautyandperfumeintl.com,+97143869404,jameslloyd855@yahoo.com,"Sheikh Zayed Road, 66084, Dubai, United Arab Emirates",United Arab Emirates,Beauty Secret International LLC,G10,Beauty Secret International LLC is a leading Beauty Academy and beauty supplies in MENA. Some of Our Brands is: Brunson:High...,Dubai,
Beauty Solutions Trading FZCO,beautyandperfumeintl.com,+97143211087,info@beautysolutions-me.com,"488235, United Arab Emirates",United Arab Emirates,Beauty Solutions Trading FZCO,B09,"Welcome to Beauty Solutions! In 2009, I identified a gap in our beauty market here in the Middle East. There was a need to...",,
Beauty Story Limited,beautyandperfumeintl.com,+447410632999,luna__luna@sina.cn,"Minerva Road Park Royal 7-11, NW10 6HJ, London, Great Britain and Northern Ireland",Great Britain and Northern Ireland,Beauty Story Limited,D36,"About Us Beauty Story Limited is an international company specializing in perfume research & development, design, production...",London,
Beauty Vision Cosmetics Manufacturing LLC,beautyandperfumeintl.com,+97148523272,george@bvgroup.com,"171899, United Arab Emirates",United Arab Emirates,Beauty Vision Cosmetics Manufacturing LLC,E28,,,
Beaver Cosmetic Group Sp z o.o.,skcosmetics.ae,+48510568514,kzalewski@beaverprofessional.pl,"Ul Jarzebinowa 92, 11-034, Stawiguda, Poland",Poland,Beaver Cosmetic Group Sp z o.o.,F20,"Brand meaning Diligent attention to the spirit of beaver. Beaver means beaver, distributed in the northern boreal Eurasia...",Stawiguda,
"Believe International Group Co., Limited",,+85222794740,1340156063@qq.com,"Kwun Tong Rd., Hong Kong, Hong Kong",Hong Kong,"Believe International Group Co., Limited",D11,"BELIEVE is a professional makeup manufacturer, the factory go through ISO 22716 for 12 consecutive years, rich product line...",Hong Kong,
BELISSE MOZHDE WIG MAKING LLC,,+971545905759,mozhdereception@gmail.com,"JUMERAH 1 AL WASL ROAD, Dubai, United Arab Emirates",United Arab Emirates,BELISSE MOZHDE WIG MAKING LLC,E20,,Dubai,
Bell Flavors & Fragrances DMCC,bell-europe.com,+491757487800,s.balani@bellff-mea.com,"Cluster I Jumeirah Lakes Towers, 125107, Dubai, United Arab Emirates",United Arab Emirates,Bell Flavors & Fragrances DMCC,H12,"Bell Flavors & Fragrances is a global leader in fragrance creation and botanical extracts for the fine fragrance, personal...",Dubai,
Bellavita Perfume FZCO,khadlaj-perfumes.com,+97143439432,info@bellavitauae.com,"7WA Dubai Airport Freezone,, Dubai, United Arab Emirates",United Arab Emirates,Bellavita Perfume FZCO,G16,"At BELLAVITA LUXURY, we believe great fragrance shouldn't come with compromises. In just a few years, we've grown into one...",Dubai,
Ben Suhail Distribution LLC,,+97142571213,imelda@creativebeautysource.com,"Al Barsha South Third, 120526, Dubai, United Arab Emirates",United Arab Emirates,Ben Suhail Distribution LLC,,,Dubai,
